"GEOID","estimate"
"68932",441
"68933",1009
"68934",151
"68935",668
"68936",279
"68937",1652
"68938",477
"68939",1165
"68940",582
"68941",791
"68942",315
"68943",291
"68944",1241
"68945",234
"68946",12
"68947",569
"68948",324
"68949",6394
"68950",385
"68952",73
"68954",18
"68955",2101
"68956",1541
"68957",634
"68958",751
"68959",3719
"68960",163
"68961",686
"68964",42
"68966",599
"68967",979
"68969",21
"68970",1419
"68971",342
"68972",148
"68973",418
"68974",172
"68975",107
"68976",402
"68977",357
"68978",2276
"68979",1785
"68980",452
"68981",353
"68982",612
"69001",8815
"69020",503
"69021",1416
"69022",1727
"69023",258
"69024",1325
"69025",1087
"69026",216
"69027",16
"69028",802
"69029",411
"69030",250
"69032",526
"69033",2531
"69034",1098
"69036",87
"69037",117
"69038",524
"69039",100
"69040",555
"69041",67
"69042",15
"69043",448
"69044",764
"69045",1149
"69046",113
"69101",29032
"69120",1148
"69121",353
"69122",715
"69123",864
"69125",316
"69127",823
"69128",139
"69129",1116
"69130",5044
"69131",736
"69132",109
"69133",440
"69134",444
"69135",64
"69138",4141
"69140",1831
"69141",396
"69142",128
"69143",1416
"69144",149
"69145",3156
"69146",289
"69147",458
"69148",119
"69149",725
"69150",376
"69151",789
"69152",802
"69153",5632
"69154",1175
"69155",1106
"69156",629
"69157",73
"69161",76
"69162",7295
"69163",1048
"69165",1982
"69166",626
"69167",313
"69168",221
"69169",519
"69170",250
"69171",9
"69201",4033
"69210",2175
"69211",414
"69212",266
"69214",364
"69216",118
"69217",489
"69218",316
"69219",181
"69220",26
"69221",147
"69301",9504
"69331",92
"69333",362
"69334",2072
"69335",20
"69336",2451
"69337",7009
"69339",1473
"69340",75
"69341",10787
"69343",2378
"69345",463
"69346",599
"69347",1398
"69348",1645
"69350",384
"69351",257
"69352",721
"69353",29
"69354",60
"69355",176
"69356",1919
"69357",3354
"69358",1932
"69360",1310
"69361",17397
"69365",36
"69366",300
"69367",331
"89001",1363
"89002",35881
"89003",820
"89004",326
"89005",15840
"89007",1479
"89008",1009
"89010",514
"89011",28229
"89012",36512
"89013",305
"89014",39430
"89015",42387
"89017",83
"89018",4847
"89019",2158
"89020",1435
"89021",3534
"89022",0
"89025",1203
"89026",0
"89027",18446
"89029",8167
"89030",50417
"89031",67750
"89032",44200
"89039",149
"89040",3886
"89042",1247
"89043",1478
"89044",22558
"89045",1951
"89046",357
"89047",142
"89048",21784
"89049",2286
"89052",55096
"89054",57
"89060",9473
"89061",6160
"89074",50353
"89081",37480
"89084",27773
"89085",4156
"89086",6404
"89101",42592
"89102",39449
"89103",53732
"89104",39443
"89106",26480
"89107",38936
"89108",73991
"89109",7859
"89110",71489
"89113",32308
"89115",63084
"89117",54590
"89118",21826
"89119",52378
"89120",24813
"89121",63190
"89122",49600
"89123",60679
"89124",1362
"89128",35666
"89129",57116
"89130",34697
"89131",50564
"89134",24363
"89135",28192
"89138",17952
"89139",40612
"89141",35169
"89142",34671
"89143",13265
"89144",19881
"89145",25071
"89146",18695
"89147",55865
"89148",55553
"89149",39613
"89156",29764
"89161",136
"89166",25245
"89169",21822
"89178",40808
"89179",7449
"89183",42480
"89191",581
"89301",8141
"89310",292
"89311",124
"89314",313
"89316",1218
"89317",268
"89318",990
"89319",132
"89402",16
"89403",15531
"89404",0
"89405",134
"89406",24213
"89408",20439
"89409",109
"89410",11191
"89411",643
"89412",114
"89413",725
"89414",154
"89415",3043
"89418",306
"89419",5549
"89420",55
"89421",496
"89422",182
"89423",10283
"89424",209
"89425",312
"89426",174
"89427",1162
"89428",158
"89429",7715
"89430",308
"89431",39042
"89433",21875
"89434",25575
"89436",43826
"89438",91
"89439",1284
"89440",864
"89441",12435
"89442",1076
"89444",2949
"89445",16387
"89446",0
"89447",7834
"89448",1712
"89449",3094
"89450",60
"89451",8777
"89460",13570
"89501",3961
"89502",45294
"89503",28867
"89506",43566
"89508",13206
"89509",35793
"89510",1454
"89511",26443
"89512",26222
"89519",8766
"89521",33381
"89523",34363
"89701",27193
"89702",0
"89703",9955
"89704",3828
"89705",5307
"89706",19318
"89801",26669
"89815",14177
"89820",5436
"89821",462
"89822",2160
"89823",124
"89825",1289
"89826",0
"89828",363
"89830",208
"89831",11
"89832",1312
"89833",137
"89834",152
"89835",1626
"89883",4381
"03031",11475
"03032",5446
"03033",5348
"03034",4046
"03036",5129
"03037",4366
"03038",33643
"03042",6966
"03043",1577
"03044",4659
"03045",13621
"03046",2827
"03047",1913
"03048",3515
"03049",7918
"03051",25408
"03052",8514
"03053",25732
"03054",25945
"03055",15632
"03057",2607
"03060",30155
"03062",27793
"03063",16426
"03064",14441
"03070",5685
"03071",5337
"03076",13798
"03077",10376
"03079",29234
"03082",1660
"03084",1264
"03086",3816
"03087",14610
"03101",2953
"03102",33003
"03103",36938
"03104",33071
"03106",14273
"03109",10600
"03110",22535
"03215",186
"03216",2477
"03217",2017
"03218",963
"03220",7563
"03221",2095
"03222",5896
"03223",3373
"03224",2339
"03225",3673
"03226",1056
"03227",1040
"03229",5691
"03230",1222
"03231",305
"03233",127
"03234",4722
"03235",8762
"03237",2372
"03238",109
"03240",1362
"03241",756
"03242",4962
"03243",920
"03244",7652
"03245",2054
"03246",16460
"03249",7169
"03251",945
"03253",6347
"03254",4116
"03255",2176
"03256",2272
"03257",4495
"03258",2667
"03259",393
"03260",757
"03261",4335
"03262",826
"03263",4112
"03264",7290
"03266",2152
"03268",1270
"03269",2908
"03273",310
"03275",11577
"03276",8268
"03278",2946
"03279",765
"03280",1199
"03281",9031
"03282",889
"03284",832
"03285",2499
"03287",1550
"03290",4965
"03291",109
"03293",300
"03301",33162
"03303",15849
"03304",7880
"03307",5534
"03431",25148
"03440",3147
"03441",154
"03442",1510
"03443",425
"03444",1448
"03445",797
"03446",5994
"03447",2364
"03448",804
"03449",1751
"03450",927
"03451",3911
"03452",5283
"03455",2417
"03456",829
"03457",826
"03458",7022
"03461",6054
"03462",1326
"03464",1042
"03465",2002
"03466",1856
"03467",1590
"03470",5155
"03561",5920
"03570",10221
"03574",2569
"03575",68
"03576",2804
"03579",307
"03580",1408
"03581",3054
"03582",2530
"03583",850
"03584",3673
"03585",2832
"03586",636
"03588",1638
"03590",901
"03592",1064
"03593",376
"03595",704
"03597",452
"03598",3166
"03601",423
"03602",2465
"03603",5318
"03604",123
"03605",928
"03607",392
"03608",2981
"03609",832
"03740",712
"03741",4043
"03743",13681
"03745",1550
"03746",233
"03748",4866
"03750",1037
"03751",468
"03752",702
"03753",2869
"03754",51
"03755",10595
"03765",609
"03766",9388
"03768",1852
"03770",531
"03771",942
"03773",7858
"03774",1954
"03777",1444
"03779",868
"03780",435
"03781",2024
"03782",3105
"03784",4109
"03785",2358
"03801",22488
"03809",3524
"03810",1779
"03811",6952
"03812",596
"03813",2663
"03814",2315
"03816",1506
"03817",931
"03818",3845
"03819",4496
"03820",31629
"03823",1849
"03824",16481
"03825",9245
"03826",2250
"03827",3152
"03830",1932
"03832",299
"03833",22116
"03835",6930
"03836",1349
"03837",1410
"03838",1169
"03839",4048
"03840",3993
"03841",6559
"03842",15353
"03844",2371
"03845",1091
"03846",884
"03847",363
"03848",6260
"03849",1478
"03850",233
"03851",4080
"03852",543
"03853",474
"03854",835
"03855",2697
"03856",1757
"03857",9063
"03858",4920
"03860",4479
"03861",4485
"03862",4473
"03864",1853
"03865",7689
"03867",21591
"03868",5316
"03869",2522
"03870",5293
"03871",173
"03872",3621
"03873",6220
"03874",8925
"03875",1099
"03878",11970
"03882",1630
"03883",334
"03884",3958
"03885",7386
"03886",1680
"03887",2076
"03890",166
"03894",6320
"07001",17981
"07002",65091
"07003",49260
"07004",7390
"07005",14939
"07006",25553
"07008",23589
"07009",12516
"07010",25126
"07011",39783
"07012",12756
"07013",26536
"07014",5300
"07016",24014
"07017",36471
"07018",27942
"07020",12403
"07021",2095
"07022",14258
"07023",7660
"07024",37430
"07026",31695
"07027",4338
"07028",7724
"07029",19901
"07030",53193
"07031",15677
"07032",41368
"07033",8161
"07034",9143
"07035",10487
"07036",43845
"07039",29846
"07040",24696
"07041",6770
"07042",26293
"07043",12567
"07044",13622
"07045",10670
"07046",4305
"07047",61619
"07050",30302
"07052",47342
"07054",29144
"07055",70090
"07057",11540
"07058",5109
"07059",15689
"07060",45520
"07062",12745
"07063",13589
"07064",3864
"07065",29543
"07066",15735
"07067",18205
"07068",5834
"07069",6191
"07070",18398
"07071",22298
"07072",6178
"07073",9584
"07074",2716
"07075",8769
"07076",24162
"07077",2627
"07078",13372
"07079",16662
"07080",23956
"07081",17406
"07082",5011
"07083",55162
"07086",14604
"07087",68256
"07088",3249
"07090",29856
"07092",6890
"07093",63979
"07094",20125
"07095",19989
"07102",13505
"07103",32881
"07104",51075
"07105",52008
"07106",33851
"07107",37684
"07108",23118
"07109",36173
"07110",28397
"07111",54079
"07112",25016
"07114",12024
"07201",28091
"07202",41671
"07203",21637
"07204",13581
"07205",21928
"07206",26995
"07208",31556
"07302",46585
"07304",43327
"07305",64994
"07306",52093
"07307",41411
"07310",13148
"07311",352
"07401",6765
"07403",8009
"07405",17508
"07407",20059
"07410",33017
"07416",5523
"07417",10946
"07418",2367
"07419",8799
"07420",5148
"07421",7255
"07422",6450
"07423",4094
"07424",27030
"07430",26275
"07432",7244
"07435",2509
"07436",12972
"07438",11567
"07439",2327
"07440",4469
"07442",11029
"07444",10722
"07446",14892
"07450",25209
"07452",11780
"07456",12175
"07457",4197
"07458",11467
"07460",3398
"07461",18094
"07462",6189
"07463",9986
"07465",6716
"07470",53954
"07480",16439
"07481",17017
"07495",0
"07501",32432
"07502",16396
"07503",17875
"07504",11578
"07505",2616
"07506",18784
"07508",22627
"07512",10828
"07513",12348
"07514",18100
"07522",20615
"07524",13750
"07601",44339
"07603",8360
"07604",12082
"07605",9086
"07606",2575
"07607",9661
"07608",102
"07620",1547
"07621",27373
"07624",8565
"07626",8699
"07627",4942
"07628",17624
"07630",7596
"07631",28271
"07632",5453
"07640",4753
"07641",3418
"07642",10317
"07643",10782
"07644",24430
"07645",8489
"07646",16545
"07647",5487
"07648",5812
"07649",8141
"07650",20604
"07652",26503
"07656",8795
"07657",11227
"07660",12922
"07661",11500
"07662",5597
"07663",13845
"07666",40458
"07670",14632
"07675",27024
"07676",9207
"07677",5832
"07701",24028
"07702",4086
"07703",132
"07704",5873
"07711",1699
"07712",38435
"07716",8142
"07717",1789
"07718",7093
"07719",21083
"07720",4193
"07721",3123
"07722",10089
"07723",701
"07724",20920
"07726",43474
"07727",6806
"07728",55088
"07730",16769
"07731",38730
"07732",4868
"07733",16479
"07734",12984
"07735",18223
"07737",4032
"07738",6405
"07739",5844
"07740",30744
"07746",18233
"07747",31178
"07748",27190
"07750",3203
"07751",20149
"07753",36860
"07755",6028
"07756",3047
"07757",5593
"07758",4528
"07760",8704
"07762",8242
"07764",7908
"07801",24570
"07803",3530
"07820",8
"07821",8506
"07822",878
"07823",7871
"07825",9570
"07826",5824
"07827",4051
"07828",14967
"07830",6813
"07832",3437
"07833",107
"07834",17826
"07836",12579
"07838",2927
"07840",30514
"07842",95
"07843",11697
"07846",67
"07847",1922
"07848",4901
"07849",9263
"07850",6661
"07851",61
"07852",3946
"07853",12915
"07856",4126
"07857",3203
"07860",25451
"07863",3703
"07865",1910
"07866",23003
"07869",25599
"07870",30
"07871",20136
"07874",8121
"07876",9943
"07878",627
"07880",221
"07881",6
"07882",14417
"07885",10094
"07901",23567
"07920",27037
"07921",7474
"07922",12314
"07924",7544
"07926",9
"07927",3814
"07928",18827
"07930",8033
"07931",3203
"07932",9902
"07933",2981
"07934",1495
"07935",374
"07936",11072
"07939",258
"07940",17523
"07945",9020
"07946",3215
"07950",19550
"07960",44834
"07961",0
"07970",169
"07974",12391
"07976",734
"07977",731
"07979",481
"07980",2394
"07981",9051
"08001",886
"08002",22964
"08003",30194
"08004",12169
"08005",24385
"08006",322
"08007",4899
"08008",6988
"08009",12847
"08010",10983
"08011",0
"08012",38504
"08014",481
"08015",19622
"08016",33259
"08019",1119
"08020",2709
"08021",44369
"08022",9004
"08023",285
"08026",2163
"08027",4831
"08028",21018
"08029",4871
"08030",13252
"08031",11398
"08033",15902
"08034",17967
"08035",7656
"08036",5917
"08037",23765
"08038",107
"08039",182
"08041",959
"08042",214
"08043",29218
"08045",2725
"08046",31654
"08048",12195
"08049",5335
"08050",25278
"08051",10306
"08052",18642
"08053",45135
"08054",41422
"08055",27322
"08056",4841
"08057",20660
"08059",5597
"08060",24353
"08061",2980
"08062",16194
"08063",3042
"08064",206
"08065",7189
"08066",8402
"08067",1636
"08068",7223
"08069",12491
"08070",12330
"08071",9419
"08072",251
"08073",175
"08074",15
"08075",28663
"08077",19121
"08078",8318
"08079",10030
"08080",37532
"08081",50067
"08083",9489
"08084",6971
"08085",20908
"08086",7642
"08087",24994
"08088",23936
"08089",4012
"08090",8087
"08091",5553
"08092",3393
"08093",9310
"08094",40347
"08095",39
"08096",35190
"08097",3329
"08098",9013
"08102",7639
"08103",14885
"08104",21936
"08105",27933
"08106",9515
"08107",13116
"08108",18333
"08109",22235
"08110",18753
"08201",10012
"08202",1527
"08203",8832
"08204",18505
"08205",26507
"08210",16298
"08212",176
"08215",14155
"08217",85
"08221",6742
"08223",4254
"08224",549
"08225",8153
"08226",11132
"08230",5449
"08232",19426
"08234",41667
"08240",2404
"08241",1099
"08242",3137
"08243",2147
"08244",10394
"08246",106
"08247",939
"08248",171
"08251",9228
"08260",12630
"08270",8063
"08302",45056
"08310",1315
"08311",2251
"08312",8366
"08314",2908
"08316",286
"08317",1636
"08318",12087
"08319",1171
"08320",1043
"08321",123
"08322",10902
"08323",599
"08324",277
"08326",1322
"08327",3118
"08328",1301
"08329",345
"08330",27552
"08332",35414
"08340",1327
"08341",2390
"08343",5331
"08344",4514
"08345",591
"08346",942
"08348",155
"08349",1695
"08350",699
"08352",563
"08353",399
"08360",41906
"08361",18472
"08401",37999
"08402",5997
"08403",981
"08406",10095
"08501",6226
"08502",11275
"08505",17575
"08510",5692
"08511",1005
"08512",10819
"08514",4804
"08515",6432
"08518",5402
"08520",26861
"08525",4933
"08527",56630
"08528",157
"08530",7496
"08533",6671
"08534",12759
"08535",4754
"08536",19691
"08540",48672
"08542",5840
"08550",19277
"08551",5347
"08553",636
"08554",4123
"08555",851
"08558",7684
"08559",5307
"08560",3695
"08561",325
"08562",4717
"08608",889
"08609",12562
"08610",30842
"08611",26744
"08618",39283
"08619",21560
"08620",11623
"08628",8809
"08629",13942
"08638",22339
"08640",7668
"08641",4248
"08648",31361
"08690",18349
"08691",16850
"08701",102466
"08720",808
"08721",21074
"08722",11226
"08723",32846
"08724",41293
"08730",4726
"08731",19968
"08732",1421
"08733",2756
"08734",8836
"08735",3911
"08736",13150
"08738",1242
"08740",1601
"08741",2613
"08742",24430
"08750",3017
"08751",4474
"08752",2070
"08753",63415
"08755",25928
"08757",33737
"08758",7731
"08759",33180
"08801",8504
"08802",3963
"08804",2541
"08805",12253
"08807",38136
"08808",133
"08809",6446
"08810",9507
"08812",14223
"08816",46697
"08817",45204
"08820",38507
"08821",436
"08822",29868
"08823",9117
"08824",12077
"08825",4384
"08826",5060
"08827",4159
"08828",2475
"08829",3515
"08830",17784
"08831",50944
"08832",3152
"08833",7984
"08835",10230
"08836",3776
"08837",16674
"08840",16594
"08844",39604
"08846",13662
"08848",8463
"08850",8373
"08852",18368
"08853",4836
"08854",56946
"08857",39713
"08858",111
"08859",22884
"08861",53538
"08863",12094
"08865",28986
"08867",5204
"08869",7865
"08872",19852
"08873",54148
"08876",22257
"08879",23064
"08880",4534
"08882",15924
"08884",8269
"08886",7121
"08887",1049
"08889",10750
"08890",17
"08901",57572
"08902",40985
"08904",13883
"87001",3639
"87002",21993
"87004",11673
"87005",219
"87006",1549
"87007",1020
"87008",2464
"87010",1059
"87011",48
"87012",226
"87013",5556
"87014",613
"87015",13399
"87016",3184
"87017",322
"87018",589
"87020",11069
"87021",3421
"87022",778
"87023",529
"87024",2334
"87025",1242
"87026",4090
"87027",341
"87028",612
"87029",276
"87031",44364
"87032",253
"87034",1821
"87035",7512
"87036",1548
"87037",537
"87038",710
"87040",432
"87041",874
"87042",3576
"87043",4686
"87044",255
"87045",1572
"87046",230
"87047",4665
"87048",9072
"87049",1600
"87051",1413
"87052",2858
"87053",1405
"87056",1063
"87059",10488
"87061",320
"87062",1621
"87063",252
"87064",73
"87068",4897
"87070",180
"87072",669
"87083",487
"87102",19191
"87104",13534
"87105",58119
"87106",26025
"87107",30831
"87108",37438
"87109",38967
"87110",38495
"87111",57108
"87112",42256
"87113",15712
"87114",68789
"87116",3919
"87117",370
"87120",63884
"87121",78276
"87122",18546
"87123",44367
"87124",55173
"87144",43651
"87301",24592
"87305",3209
"87310",1081
"87311",4084
"87312",439
"87313",5967
"87315",190
"87316",1086
"87317",1778
"87319",2014
"87320",519
"87321",2431
"87322",276
"87323",4015
"87325",3110
"87326",1690
"87327",9002
"87328",2372
"87347",160
"87357",769
"87364",1026
"87375",3390
"87401",46614
"87402",10089
"87410",16766
"87412",1384
"87413",16917
"87415",1715
"87416",5111
"87417",5704
"87418",986
"87419",359
"87420",12179
"87421",1626
"87455",1714
"87461",1384
"87499",482
"87501",15308
"87505",30502
"87506",13784
"87507",49451
"87508",19447
"87510",987
"87511",2328
"87512",66
"87513",884
"87514",894
"87515",337
"87516",149
"87517",340
"87518",0
"87519",467
"87520",1376
"87521",723
"87522",2715
"87523",704
"87524",92
"87525",56
"87527",356
"87528",3546
"87529",5116
"87530",808
"87531",478
"87532",18641
"87533",154
"87535",1258
"87537",2698
"87538",425
"87539",25
"87540",792
"87543",97
"87544",18625
"87548",1295
"87549",662
"87551",295
"87552",3459
"87553",1386
"87554",0
"87556",2370
"87557",5980
"87558",465
"87560",1427
"87562",361
"87564",203
"87565",368
"87566",3128
"87567",1157
"87569",438
"87571",12197
"87573",32
"87574",123
"87575",899
"87577",363
"87578",185
"87579",930
"87580",432
"87581",33
"87582",717
"87583",204
"87701",19020
"87710",1454
"87711",567
"87712",296
"87713",249
"87714",1099
"87715",394
"87718",381
"87722",925
"87723",344
"87724",27
"87728",439
"87729",43
"87730",22
"87731",250
"87732",1251
"87733",108
"87734",316
"87735",77
"87736",118
"87740",7007
"87742",494
"87743",257
"87745",877
"87746",55
"87747",1518
"87749",205
"87750",0
"87752",374
"87753",130
"87801",9373
"87820",93
"87821",586
"87823",878
"87824",61
"87825",2260
"87827",146
"87828",338
"87829",778
"87830",1268
"87831",221
"87832",199
"87901",6224
"87930",759
"87931",889
"87933",149
"87935",1422
"87936",191
"87937",3404
"87939",100
"87940",759
"87941",832
"87942",1008
"87943",172
"88001",36050
"88002",1277
"88003",581
"88004",857
"88005",26940
"88007",23410
"88008",8552
"88009",60
"88011",30308
"88012",30500
"88020",683
"88021",19623
"88022",1241
"88023",2465
"88024",162
"88025",191
"88026",1384
"88027",271
"88028",253
"88029",1201
"88030",22882
"88032",271
"88033",0
"88034",46
"88038",226
"88039",584
"88040",114
"88041",1186
"88042",253
"88043",1482
"88044",3299
"88045",3350
"88046",765
"88047",2132
"88048",2402
"88049",325
"88051",113
"88052",185
"88053",208
"88055",48
"88056",194
"88061",17736
"88063",14044
"88065",661
"88072",2572
"88081",16829
"88101",46510
"88103",298
"88112",231
"88113",124
"88114",34
"88115",81
"88116",438
"88118",317
"88119",1964
"88120",277
"88121",126
"88124",1178
"88125",58
"88126",44
"88130",17476
"88132",244
"88134",50
"88135",1369
"88136",26
"88201",26485
"88203",30463
"88210",18097
"88220",37329
"88230",4972
"88231",3584
"88232",2161
"88240",40944
"88242",7439
"88250",272
"88252",2039
"88253",985
"88254",57
"88255",24
"88256",1696
"88260",14869
"88262",11
"88263",136
"88264",32
"88265",187
"88267",1138
"88268",85
"88301",982
"88310",36707
"88311",1384
"88312",2919
"88314",62
"88316",2195
"88317",1656
"88318",358
"88321",117
"88323",0
"88324",198
"88325",954
"88330",4096
"88336",323
"88337",1706
"88338",57
"88339",632
"88340",3834
"88341",735
"88342",41
"88343",4
"88344",23
"88345",8546
"88346",2728
"88347",86
"88348",318
"88349",12
"88350",275
"88351",159
"88352",4605
"88353",306
"88354",31
"88355",0
"88401",6611
"88410",145
"88411",48
"88414",34
"88415",3468
"88416",33
"88417",0
"88418",238
"88419",98
"88421",0
"88422",80
"88424",33
"88426",735
"88427",239
"88430",98
"88431",55
"88434",469
"88435",3707
"88436",66
"06390",125
"10001",24117
"10002",74479
"10003",53977
"10004",3335
"10005",8701
"10006",3092
"10007",7408
"10009",58293
"10010",35906
"10011",49949
"10012",23318
"10013",28799
"10014",30344
"10016",52886
"10017",15846
"10018",8806
"10019",45498
"10020",0
"10021",44280
"10022",31130
"10023",62541
"10024",58102
"10025",92251
"10026",38585
"10027",64988
"10028",46768
"10029",76713
"10030",31060
"10031",59586
"10032",63214
"10033",58349
"10034",42399
"10035",36048
"10036",28487
"10037",20462
"10038",23311
"10039",27854
"10040",44800
"10044",12440
"10065",29530
"10069",6051
"10075",22252
"10103",0
"10110",0
"10111",0
"10112",0
"10115",0
"10119",0
"10128",58636
"10152",0
"10153",0
"10154",0
"10162",1486
"10165",0
"10167",0
"10168",0
"10169",0
"10170",0
"10171",0
"10172",0
"10173",0
"10174",0
"10177",0
"10199",0
"10271",0
"10278",0
"10279",42
"10280",9496
"10282",5783
"10301",38280
"10302",18037
"10303",27401
"10304",41112
"10305",42726
"10306",53877
"10307",14906
"10308",29512
"10309",34058
"10310",23800
"10311",0
"10312",61392
"10314",89792
"10451",48136
"10452",75452
"10453",81716
"10454",37212
"10455",41951
"10456",92717
"10457",74822
"10458",85620
"10459",48780
"10460",59432
"10461",49690
"10462",75714
"10463",71132
"10464",4531
"10465",43671
"10466",75039
"10467",101255
"10468",78881
"10469",72384
"10470",15716
"10471",22422
"10472",67948
"10473",59579
"10474",12179
"10475",42818
"10501",1213
"10502",5514
"10503",153
"10504",8196
"10505",1089
"10506",5699
"10507",7134
"10509",19582
"10510",10438
"10511",2166
"10512",24672
"10514",12667
"10516",5375
"10517",459
"10518",1071
"10519",289
"10520",13117
"10522",11070
"10523",9133
"10524",4380
"10526",1763
"10527",925
"10528",13182
"10530",12268
"10532",4952
"10533",7662
"10535",390
"10536",10627
"10537",2441
"10538",16302
"10541",26321
"10543",20951
"10545",128
"10546",1228
"10547",7690
"10548",3793
"10549",16498
"10550",37429
"10552",20202
"10553",10075
"10560",4792
"10562",31636
"10566",24010
"10567",20518
"10570",12900
"10573",38816
"10576",4907
"10577",6356
"10578",801
"10579",8208
"10580",17334
"10583",40851
"10588",3087
"10589",8793
"10590",7078
"10591",23044
"10594",5090
"10595",8473
"10596",1242
"10597",853
"10598",29320
"10601",10614
"10603",17866
"10604",11290
"10605",19195
"10606",16841
"10607",7578
"10701",61604
"10703",22148
"10704",31683
"10705",39944
"10706",8493
"10707",10260
"10708",21769
"10709",9603
"10710",25262
"10801",41370
"10803",12510
"10804",15229
"10805",19096
"10901",23039
"10910",0
"10911",0
"10913",5075
"10914",297
"10915",85
"10916",4352
"10917",1766
"10918",12653
"10919",948
"10920",9075
"10921",3809
"10922",1637
"10923",8627
"10924",13508
"10925",3913
"10926",3592
"10927",12065
"10928",4145
"10930",9425
"10931",938
"10932",102
"10933",563
"10940",48021
"10941",13786
"10950",50979
"10952",42063
"10953",109
"10954",22931
"10956",32289
"10958",3319
"10960",15857
"10962",6034
"10963",4487
"10964",1224
"10965",15534
"10968",2400
"10969",1329
"10970",10082
"10973",2479
"10974",3202
"10975",200
"10976",2332
"10977",66138
"10979",162
"10980",13942
"10983",5999
"10984",2789
"10985",162
"10986",1899
"10987",3408
"10988",636
"10989",8689
"10990",20307
"10992",9360
"10993",4803
"10994",7396
"10996",6383
"10998",3281
"11001",28021
"11003",44572
"11004",15098
"11005",1759
"11010",24752
"11020",5774
"11021",18245
"11023",9301
"11024",7786
"11030",18578
"11040",41592
"11042",506
"11050",30357
"11096",8362
"11101",31366
"11102",29747
"11103",35995
"11104",25114
"11105",36983
"11106",37690
"11109",5980
"11201",63378
"11203",76085
"11204",76395
"11205",46843
"11206",88422
"11207",91083
"11208",101313
"11209",67782
"11210",64665
"11211",103123
"11212",75605
"11213",67056
"11214",92644
"11215",69873
"11216",57786
"11217",41813
"11218",72413
"11219",89371
"11220",93170
"11221",83322
"11222",36872
"11223",81388
"11224",45795
"11225",56859
"11226",99558
"11228",44348
"11229",83119
"11230",86139
"11231",37874
"11232",26430
"11233",79439
"11234",93534
"11235",78775
"11236",100844
"11237",48876
"11238",55210
"11239",12772
"11351",0
"11354",53684
"11355",80987
"11356",23494
"11357",39407
"11358",36515
"11359",0
"11360",18954
"11361",27201
"11362",18343
"11363",7096
"11364",36215
"11365",44738
"11366",14360
"11367",41207
"11368",112088
"11369",31481
"11370",31580
"11371",0
"11372",62854
"11373",94437
"11374",43507
"11375",73034
"11377",83825
"11378",38524
"11379",37991
"11385",107796
"11411",20719
"11412",37857
"11413",41650
"11414",28313
"11415",18891
"11416",26744
"11417",31321
"11418",38405
"11419",48369
"11420",47470
"11421",41251
"11422",32761
"11423",30104
"11424",0
"11425",0
"11426",20524
"11427",24560
"11428",18836
"11429",27454
"11430",206
"11432",64299
"11433",37021
"11434",64304
"11435",59605
"11436",19167
"11451",0
"11501",19621
"11507",7225
"11509",1920
"11510",33299
"11514",4694
"11516",7372
"11518",9969
"11520",43438
"11530",28460
"11542",27893
"11545",12604
"11547",681
"11548",2922
"11549",2803
"11550",57639
"11552",24908
"11553",26054
"11554",38029
"11556",0
"11557",7878
"11558",8465
"11559",8192
"11560",6669
"11561",37726
"11563",21919
"11565",8560
"11566",33331
"11568",4548
"11569",1117
"11570",27234
"11572",29243
"11575",17180
"11576",12374
"11577",12513
"11579",5214
"11580",42990
"11581",21794
"11590",47245
"11596",10347
"11598",14066
"11691",68543
"11692",22074
"11693",12944
"11694",21202
"11697",3674
"11701",28363
"11702",14127
"11703",16119
"11704",39981
"11705",7721
"11706",68401
"11709",6735
"11710",34634
"11713",9295
"11714",22741
"11715",4583
"11716",9781
"11717",63492
"11718",3075
"11719",3447
"11720",28454
"11721",6288
"11722",31878
"11724",3175
"11725",29396
"11726",19481
"11727",29736
"11729",27252
"11730",13663
"11731",30436
"11732",3751
"11733",16363
"11735",33893
"11738",17972
"11739",916
"11740",9693
"11741",26651
"11742",12438
"11743",41878
"11746",67863
"11747",18288
"11749",3341
"11751",14314
"11752",9656
"11753",12857
"11754",17946
"11755",12598
"11756",43446
"11757",44368
"11758",52783
"11762",22358
"11763",28579
"11764",12981
"11765",782
"11766",11720
"11767",14952
"11768",21113
"11769",8340
"11770",56
"11771",9150
"11772",45991
"11776",24950
"11777",9007
"11778",12081
"11779",37837
"11780",16099
"11782",14965
"11783",21280
"11784",25337
"11786",6359
"11787",34376
"11788",16583
"11789",8301
"11790",17304
"11791",26135
"11792",7853
"11793",30643
"11794",3024
"11795",24775
"11796",4160
"11797",8962
"11798",14864
"11801",40288
"11803",28520
"11804",4671
"11901",28387
"11930",882
"11931",39
"11932",1120
"11933",7342
"11934",7584
"11935",3160
"11937",16137
"11939",999
"11940",5532
"11941",1797
"11942",5174
"11944",4287
"11946",15453
"11947",486
"11948",710
"11949",13760
"11950",16444
"11951",13015
"11952",5010
"11953",13645
"11954",3685
"11955",3748
"11956",250
"11957",835
"11958",768
"11959",545
"11960",706
"11961",12902
"11962",324
"11963",7161
"11964",2413
"11965",380
"11967",27854
"11968",10517
"11970",212
"11971",6026
"11972",1096
"11973",40
"11975",272
"11976",1679
"11977",2176
"11978",3086
"11980",5865
"12007",9
"12008",668
"12009",7900
"12010",28152
"12015",3026
"12017",403
"12018",7226
"12019",14456
"12020",33563
