"GEOID","estimate"
"50170",2875
"50171",2468
"50173",860
"50174",1375
"50201",8044
"50206",555
"50207",2125
"50208",20610
"50210",1493
"50211",13152
"50212",2813
"50213",6953
"50214",866
"50216",2598
"50217",637
"50218",143
"50219",13785
"50220",8898
"50222",627
"50223",557
"50225",2776
"50226",6584
"50227",28
"50228",3009
"50229",894
"50230",1067
"50231",170
"50232",480
"50233",1357
"50234",490
"50235",371
"50236",1650
"50237",3101
"50238",1170
"50239",50
"50240",2874
"50242",595
"50243",234
"50244",2026
"50246",674
"50247",2619
"50248",4421
"50249",1257
"50250",2293
"50251",1360
"50252",266
"50254",246
"50255",48
"50256",430
"50257",1008
"50258",957
"50261",2622
"50262",369
"50263",25402
"50264",468
"50265",32532
"50266",29636
"50268",1059
"50271",639
"50272",179
"50273",8457
"50274",167
"50275",585
"50276",2388
"50277",316
"50278",771
"50309",8040
"50310",31832
"50311",15738
"50312",15883
"50313",18834
"50314",11377
"50315",35795
"50316",16520
"50317",37983
"50319",0
"50320",22687
"50321",8698
"50322",31118
"50323",14593
"50324",4953
"50325",17186
"50327",11400
"50401",28957
"50420",283
"50421",2899
"50423",2599
"50424",1467
"50426",57
"50428",9374
"50430",412
"50431",218
"50432",230
"50433",282
"50434",362
"50435",718
"50436",5652
"50438",4167
"50439",178
"50440",418
"50441",5289
"50444",376
"50446",543
"50447",1260
"50448",671
"50449",900
"50450",2826
"50451",567
"50452",983
"50453",576
"50454",66
"50455",591
"50456",1813
"50457",335
"50458",2283
"50459",2906
"50460",306
"50461",5532
"50464",628
"50465",161
"50466",1680
"50467",89
"50468",1383
"50469",1465
"50470",221
"50471",619
"50472",2325
"50473",294
"50475",1519
"50476",670
"50477",237
"50478",638
"50479",549
"50480",916
"50482",868
"50483",604
"50484",397
"50501",28077
"50510",1003
"50511",6767
"50514",1384
"50515",193
"50516",589
"50517",1120
"50518",405
"50519",595
"50520",166
"50521",299
"50522",958
"50523",574
"50524",620
"50525",3383
"50527",228
"50528",277
"50529",846
"50530",1172
"50531",181
"50532",807
"50533",3982
"50535",1024
"50536",4447
"50538",460
"50539",542
"50540",1103
"50541",837
"50542",967
"50543",1400
"50544",429
"50545",203
"50546",257
"50548",5557
"50551",94
"50554",1625
"50556",181
"50557",661
"50558",688
"50559",321
"50560",617
"50561",475
"50562",361
"50563",2561
"50565",417
"50566",485
"50567",280
"50568",1523
"50569",650
"50570",217
"50571",345
"50573",84
"50574",1996
"50575",783
"50576",325
"50577",379
"50578",629
"50579",2827
"50581",841
"50582",299
"50583",2628
"50585",1302
"50586",254
"50588",12572
"50590",889
"50591",422
"50593",36
"50594",166
"50595",8988
"50597",1052
"50598",936
"50599",376
"50601",2638
"50602",1549
"50603",443
"50604",1779
"50605",242
"50606",742
"50607",466
"50609",422
"50611",294
"50612",322
"50613",43717
"50616",10214
"50619",2306
"50620",40
"50621",1546
"50622",3213
"50624",1560
"50625",1091
"50626",1694
"50627",3200
"50628",1287
"50629",2605
"50630",1738
"50632",1024
"50633",333
"50634",822
"50635",1584
"50636",1695
"50638",3304
"50641",1376
"50642",550
"50643",2773
"50644",9046
"50645",1062
"50647",2194
"50648",4247
"50650",865
"50651",3920
"50652",91
"50653",619
"50654",502
"50655",768
"50658",2305
"50659",5670
"50660",1332
"50662",6669
"50664",42
"50665",2883
"50666",952
"50667",718
"50668",1168
"50669",2259
"50670",2270
"50671",166
"50672",532
"50673",182
"50674",3733
"50675",2407
"50676",2196
"50677",12526
"50680",1090
"50681",440
"50682",1897
"50701",30817
"50702",19446
"50703",19306
"50707",8329
"50801",9383
"50830",1760
"50833",2294
"50835",65
"50836",257
"50837",341
"50839",46
"50840",568
"50841",2538
"50842",84
"50843",442
"50845",849
"50846",959
"50847",82
"50848",291
"50849",2488
"50851",2037
"50853",682
"50854",2666
"50857",189
"50858",732
"50859",643
"50860",158
"50861",239
"50862",202
"50863",187
"50864",1900
"51001",2330
"51002",2778
"51003",1713
"51004",963
"51005",1321
"51006",1025
"51007",508
"51008",157
"51009",246
"51010",367
"51011",61
"51012",6317
"51014",405
"51016",1339
"51018",386
"51019",959
"51020",705
"51022",649
"51023",3268
"51024",1874
"51025",1924
"51026",723
"51027",1112
"51028",2327
"51029",265
"51030",1807
"51031",12026
"51033",390
"51034",1757
"51035",1579
"51036",1053
"51037",385
"51038",1729
"51039",2635
"51040",3500
"51041",7180
"51044",258
"51046",1510
"51047",697
"51048",639
"51049",601
"51050",2720
"51051",76
"51052",764
"51053",1046
"51054",5425
"51055",1618
"51056",460
"51058",819
"51060",503
"51061",458
"51062",299
"51063",1066
"51101",816
"51103",16938
"51104",22981
"51105",10531
"51106",26474
"51108",5084
"51109",3166
"51111",122
"51201",5845
"51230",294
"51231",386
"51232",748
"51234",1288
"51235",1374
"51237",1753
"51238",1220
"51239",3168
"51240",2103
"51241",1835
"51242",208
"51243",702
"51244",103
"51245",1216
"51246",3649
"51247",4834
"51248",2030
"51249",3164
"51250",8826
"51301",12232
"51331",1022
"51333",469
"51334",6873
"51338",986
"51341",30
"51342",1399
"51343",372
"51345",426
"51346",2302
"51347",1517
"51350",568
"51351",4509
"51354",1049
"51355",845
"51357",559
"51358",1358
"51360",8312
"51363",221
"51364",784
"51365",416
"51366",361
"51401",12164
"51430",827
"51431",426
"51433",475
"51436",844
"51439",1064
"51440",322
"51441",377
"51442",9633
"51443",1555
"51444",281
"51445",2693
"51446",563
"51447",277
"51448",514
"51449",2093
"51450",1486
"51451",120
"51453",627
"51454",1534
"51455",2296
"51458",1419
"51459",59
"51461",1060
"51462",1058
"51463",462
"51465",895
"51466",1095
"51467",614
"51501",35426
"51503",36914
"51510",3796
"51520",203
"51521",1784
"51523",380
"51525",1115
"51526",1673
"51527",480
"51528",741
"51529",1884
"51530",651
"51531",762
"51532",733
"51533",990
"51534",9470
"51535",1840
"51536",337
"51537",6716
"51540",380
"51541",566
"51542",1182
"51543",420
"51544",627
"51545",300
"51546",2830
"51548",515
"51549",576
"51550",158
"51551",1610
"51552",265
"51553",1116
"51554",239
"51555",4877
"51556",465
"51557",853
"51558",436
"51559",1765
"51560",2049
"51561",1184
"51562",481
"51563",697
"51564",388
"51565",403
"51566",6380
"51570",948
"51571",610
"51572",474
"51573",1096
"51575",1521
"51576",1928
"51577",1138
"51578",67
"51579",2217
"51601",5684
"51630",201
"51631",290
"51632",7006
"51636",447
"51637",246
"51638",1154
"51639",733
"51640",1569
"51645",238
"51646",860
"51647",166
"51648",244
"51649",343
"51650",284
"51652",1636
"51653",1561
"51654",355
"51656",37
"52001",43328
"52002",17170
"52003",13453
"52030",456
"52031",5102
"52032",1510
"52033",3199
"52035",892
"52037",993
"52038",636
"52039",850
"52040",5776
"52041",1778
"52042",1561
"52043",2269
"52044",141
"52045",2499
"52046",2402
"52047",755
"52048",402
"52049",1357
"52050",449
"52052",3068
"52053",982
"52054",848
"52057",7826
"52060",8403
"52064",924
"52065",1111
"52066",53
"52068",4650
"52069",1476
"52070",1008
"52072",309
"52073",1378
"52074",394
"52076",2302
"52077",353
"52078",715
"52079",729
"52101",13531
"52132",1830
"52133",778
"52134",315
"52135",667
"52136",5722
"52140",597
"52141",1196
"52142",1743
"52144",1167
"52146",877
"52147",1061
"52151",1849
"52154",842
"52155",1340
"52156",517
"52157",1692
"52158",257
"52159",2295
"52160",860
"52161",1317
"52162",3669
"52163",363
"52164",335
"52165",654
"52166",118
"52168",254
"52169",315
"52170",509
"52171",953
"52172",6128
"52175",3535
"52201",1464
"52202",1056
"52203",2214
"52205",8855
"52206",2614
"52207",472
"52208",3102
"52209",1100
"52210",726
"52211",2628
"52212",237
"52213",4021
"52214",3320
"52215",737
"52216",1224
"52217",572
"52218",2049
"52219",176
"52220",268
"52221",245
"52222",502
"52223",1017
"52224",1974
"52225",290
"52227",3021
"52228",3194
"52229",822
"52231",214
"52232",170
"52233",7139
"52235",740
"52236",723
"52237",1622
"52240",36402
"52241",20909
"52242",1474
"52245",25195
"52246",23032
"52247",5130
"52248",1823
"52249",939
"52251",573
"52253",3362
"52254",770
"52255",1730
"52257",225
"52301",3527
"52302",41179
"52305",654
"52306",1601
"52307",162
"52308",135
"52309",460
"52310",6343
"52312",51
"52313",313
"52314",6023
"52315",1118
"52316",1650
"52317",20321
"52318",859
"52320",1138
"52321",358
"52322",2498
"52323",926
"52324",2112
"52325",988
"52326",567
"52327",3042
"52328",3059
"52329",852
"52330",798
"52332",2053
"52333",6808
"52334",157
"52335",730
"52336",2394
"52337",794
"52338",3489
"52339",4067
"52340",3236
"52341",1119
"52342",3436
"52345",1517
"52346",1431
"52347",1259
"52348",62
"52349",7551
"52351",1367
"52352",1568
"52353",9488
"52354",365
"52355",257
"52356",2573
"52358",3723
"52359",265
"52361",4425
"52362",1127
"52401",2089
"52402",41531
"52403",23408
"52404",40279
"52405",24848
"52411",8033
"52501",29478
"52530",1123
"52531",5880
"52533",1425
"52534",421
"52535",1039
"52536",991
"52537",7316
"52540",1349
"52542",354
"52543",459
"52544",7309
"52548",97
"52549",965
"52550",583
"52551",402
"52552",846
"52553",1889
"52554",1306
"52555",368
"52556",13806
"52557",66
"52560",256
"52561",965
"52563",1463
"52565",1752
"52566",199
"52567",803
"52569",506
"52570",1014
"52571",1482
"52572",1112
"52573",196
"52574",744
"52576",536
"52577",14896
"52580",621
"52581",355
"52583",360
"52584",690
"52585",984
"52586",462
"52588",35
"52590",1264
"52591",2972
"52593",187
"52594",251
"52595",384
"52601",28735
"52619",664
"52620",931
"52621",731
"52623",1798
"52624",317
"52625",2786
"52626",1122
"52627",12398
"52630",374
"52632",12577
"52635",855
"52637",2558
"52638",591
"52639",1888
"52640",1451
"52641",12247
"52644",422
"52645",3455
"52646",357
"52647",200
"52649",897
"52650",802
"52651",650
"52653",3611
"52654",1669
"52655",4163
"52656",2385
"52657",73
"52658",887
"52659",1434
"52660",155
"52701",127
"52720",752
"52721",904
"52722",37476
"52726",4780
"52727",390
"52728",1070
"52729",918
"52730",5076
"52731",726
"52732",26721
"52737",340
"52738",3566
"52739",795
"52742",7541
"52745",423
"52746",1067
"52747",2005
"52748",10272
"52749",1031
"52750",493
"52751",993
"52752",427
"52753",5589
"52754",1394
"52755",2048
"52756",2004
"52757",220
"52758",303
"52760",423
"52761",30263
"52765",283
"52766",801
"52767",103
"52768",1580
"52769",640
"52772",5038
"52773",2821
"52774",108
"52776",4959
"52777",1202
"52778",4331
"52801",1191
"52802",10562
"52803",21583
"52804",27648
"52806",28288
"52807",15521
"66002",13225
"66006",7811
"66007",6918
"66008",205
"66010",744
"66012",11919
"66013",2141
"66014",263
"66015",811
"66016",466
"66017",404
"66018",6231
"66019",276
"66020",1725
"66021",2800
"66023",994
"66024",556
"66025",7849
"66026",543
"66027",6556
"66030",23865
"66031",646
"66032",5034
"66033",693
"66035",1340
"66039",537
"66040",3305
"66041",745
"66042",678
"66043",10941
"66044",28764
"66045",2102
"66046",19835
"66047",20376
"66048",36149
"66049",31459
"66050",2000
"66052",2382
"66053",7230
"66054",2894
"66056",1954
"66058",248
"66060",1448
"66061",64791
"66062",81780
"66064",5981
"66066",2467
"66067",15291
"66070",2671
"66071",12510
"66072",995
"66073",2598
"66075",2302
"66076",2595
"66078",1143
"66079",727
"66080",882
"66083",10352
"66085",8808
"66086",10593
"66087",1873
"66088",2364
"66090",2801
"66091",427
"66092",3863
"66093",649
"66094",298
"66095",1102
"66097",1171
"66101",12643
"66102",32046
"66103",13094
"66104",25791
"66105",2510
"66106",23785
"66109",23923
"66111",10148
"66112",13095
"66115",0
"66118",0
"66202",16689
"66203",19008
"66204",19903
"66205",13419
"66206",10783
"66207",14792
"66208",21264
"66209",20130
"66210",18523
"66211",4637
"66212",32252
"66213",29276
"66214",12224
"66215",26219
"66216",25108
"66217",5335
"66218",8760
"66219",12375
"66220",7770
"66221",17443
"66223",25912
"66224",13561
"66226",14146
"66227",6635
"66401",1511
"66402",2931
"66403",819
"66404",449
"66406",355
"66407",483
"66408",419
"66409",3285
"66411",1426
"66412",169
"66413",1862
"66414",2973
"66415",760
"66416",558
"66417",401
"66418",428
"66419",347
"66422",403
"66423",918
"66424",420
"66425",495
"66427",1107
"66428",352
"66429",561
"66431",651
"66432",308
"66434",4785
"66436",6223
"66438",117
"66439",2625
"66440",1612
"66441",25372
"66442",16121
"66449",928
"66451",1697
"66501",332
"66502",45390
"66503",16061
"66506",3403
"66507",1215
"66508",4340
"66509",2996
"66510",722
"66512",2908
"66514",1245
"66515",417
"66516",288
"66517",1600
"66518",132
"66520",574
"66521",1596
"66522",135
"66523",3580
"66524",2364
"66526",924
"66527",276
"66528",735
"66531",2163
"66532",763
"66533",1929
"66534",3635
"66535",2787
"66536",4356
"66537",1132
"66538",3482
"66539",2377
"66540",431
"66541",193
"66542",2985
"66543",1094
"66544",375
"66546",1099
"66547",9023
"66548",809
"66549",1664
"66550",591
"66552",433
"66554",523
"66603",1337
"66604",22224
"66605",20229
"66606",10881
"66607",9567
"66608",5632
"66609",6960
"66610",10886
"66611",10278
"66612",2398
"66614",31852
"66615",3534
"66616",5342
"66617",8853
"66618",9807
"66619",2987
"66621",679
"66622",105
"66701",12274
"66710",495
"66711",525
"66712",1805
"66713",5572
"66714",196
"66716",387
"66717",563
"66720",11402
"66724",1109
"66725",5795
"66728",33
"66732",318
"66733",2308
"66734",197
"66735",603
"66736",3769
"66738",264
"66739",5426
"66740",461
"66741",213
"66743",4205
"66746",239
"66748",2816
"66749",7439
"66751",668
"66753",1290
"66754",407
"66755",837
"66756",1068
"66757",3140
"66758",224
"66760",0
"66761",242
"66762",24651
"66763",3385
"66767",478
"66769",451
"66770",929
"66771",926
"66772",201
"66773",753
"66775",130
"66776",1331
"66777",533
"66778",0
"66779",567
"66780",495
"66781",935
"66782",134
"66783",2200
"66801",28411
"66830",166
"66833",460
"66834",932
"66835",1252
"66838",101
"66839",3754
"66840",742
"66842",456
"66843",149
"66845",1094
"66846",3257
"66849",465
"66850",237
"66851",483
"66852",635
"66853",451
"66854",685
"66856",1839
"66857",964
"66858",316
"66859",268
"66860",1315
"66861",3009
"66862",87
"66863",39
"66864",384
"66865",1222
"66866",1683
"66868",891
"66869",739
"66870",139
"66871",1268
"66872",974
"66873",265
"66901",6061
"66930",248
"66932",96
"66933",281
"66935",2338
"66936",365
"66937",966
"66938",1173
"66939",548
"66940",335
"66941",118
"66942",306
"66943",581
"66944",169
"66945",1057
"66946",98
"66948",436
"66949",609
"66951",711
"66952",438
"66953",589
"66955",71
"66956",1083
"66958",224
"66959",178
"66960",124
"66962",264
"66963",182
"66964",109
"66966",662
"66967",1991
"66968",1443
"66970",100
"67001",1603
"67002",14711
"67003",2465
"67004",714
"67005",15537
"67008",653
"67009",916
"67010",13891
"67012",18
"67013",2782
"67016",487
"67017",2383
"67018",157
"67019",1056
"67020",1601
"67021",26
"67022",1498
"67023",274
"67024",963
"67025",3822
"67026",4703
"67028",294
"67029",1019
"67030",2658
"67031",2650
"67035",881
"67036",56
"67037",28348
"67038",861
"67039",3247
"67041",335
"67042",17798
"67045",3152
"67047",707
"67049",137
"67050",2125
"67051",410
"67052",9124
"67053",639
"67054",1242
"67055",72
"67056",3292
"67057",262
"67058",1807
"67059",971
"67060",14035
"67061",143
"67062",4479
"67063",3579
"67065",286
"67066",344
"67067",1757
"67068",4000
"67070",1002
"67071",347
"67072",220
"67073",442
"67074",1429
"67101",4906
"67103",206
"67104",2136
"67105",145
"67106",316
"67107",3109
"67108",1615
"67109",342
"67110",8970
"67111",209
"67112",240
"67114",21135
"67117",1778
"67118",761
"67119",1412
"67120",885
"67122",175
"67123",589
"67124",7894
"67127",538
"67131",349
"67132",425
"67133",6482
"67134",561
"67135",3298
"67137",490
"67138",342
"67140",907
"67142",321
"67143",40
"67144",2614
"67146",2030
"67147",10736
"67149",1092
"67150",59
"67151",600
"67152",9209
"67154",1997
"67155",194
"67156",14663
"67159",99
"67202",1751
"67203",29710
"67204",22291
"67205",20035
"67206",16202
"67207",28473
"67208",17418
"67209",13783
"67210",9607
"67211",19206
"67212",44231
"67213",22344
"67214",14949
"67215",5809
"67216",22503
"67217",31414
"67218",22635
"67219",12588
"67220",13969
"67223",689
"67226",20365
"67227",285
"67228",2541
"67230",11777
"67232",785
"67235",13555
"67260",0
"67301",12497
"67330",1476
"67332",119
"67333",2728
"67334",39
"67335",3578
"67336",1563
"67337",11936
"67340",522
"67341",344
"67342",880
"67344",899
"67345",104
"67346",344
"67347",421
"67349",893
"67351",259
"67352",506
"67353",601
"67354",750
"67355",122
"67356",2767
"67357",11795
"67360",425
"67361",1566
"67363",115
"67364",243
"67401",50816
"67410",10124
"67416",1080
"67417",147
"67418",154
"67420",4495
"67422",1383
"67423",202
"67425",523
"67427",450
"67428",1471
"67430",710
"67431",1933
"67432",5553
"67436",650
"67437",962
"67438",233
"67439",3419
"67441",1203
"67442",283
"67443",1581
"67444",569
"67445",589
"67446",547
"67447",373
"67448",1246
"67449",2880
"67450",658
"67451",1176
"67452",140
"67454",649
"67455",2061
"67456",4374
"67457",725
"67458",258
"67459",229
"67460",15160
"67464",1032
"67466",849
"67467",2575
"67468",277
"67470",512
"67473",1764
"67474",288
"67475",143
"67478",58
"67480",1646
"67481",545
"67482",112
"67483",464
"67484",970
"67485",343
"67487",1266
"67490",885
"67491",364
"67492",175
"67501",26122
"67502",23664
"67505",2499
"67510",198
"67511",278
"67512",208
"67513",74
"67514",932
"67515",35
"67516",386
"67518",53
"67519",176
"67520",280
"67521",130
"67522",1858
"67523",601
"67524",532
"67525",1004
"67526",2669
"67529",193
"67530",18608
"67543",2175
"67544",3227
"67545",167
"67546",2292
"67547",1817
"67548",1367
"67550",5642
"67552",579
"67553",186
"67554",4006
"67556",229
"67557",551
"67559",11
"67560",1750
"67561",1277
"67563",348
"67564",251
"67565",460
"67566",652
"67567",544
"67568",245
"67570",1315
"67572",461
"67573",202
"67574",163
"67575",540
"67576",2054
"67578",1203
"67579",3345
"67581",289
"67583",953
"67584",151
"67601",24203
"67621",333
"67622",632
"67623",157
"67625",270
"67626",219
"67628",112
"67629",146
"67631",154
"67632",201
"67634",229
"67635",93
"67637",2738
"67638",254
"67639",147
"67640",514
"67642",1861
"67643",200
"67644",261
"67645",630
"67646",725
"67647",272
"67648",535
"67649",296
"67650",212
"67651",424
"67653",386
"67654",4176
"67656",63
"67657",251
"67658",91
"67659",71
"67660",77
"67661",3287
"67663",2629
"67664",264
"67665",5104
"67667",167
"67669",1890
"67671",1484
"67672",2421
"67673",106
